Client ID,Best Local Accuracy,Best Local Accuracy Top-5,Best Global Accuracy,Best Global Accuracy Top-5,Best Global Model Train,Best Global Model Test,Best Global Model Train,Best Global Model Test Top-5,Hyperparameters
0,0.0,0.0,0.0,0.0,0.15362916133162613,0.1761,0.8289452624839949,0.8509,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 1e+200, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-50', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=5_beta=1e+200_batch_size=64_opt=adam_dataset=cifar10_2024-04-04-1540-05', 'seed': 123, 'device': 'cuda:7', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
1,0.0,0.0,0.0,0.0,0.15362916133162613,0.1761,0.8289452624839949,0.8509,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 1e+200, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-50', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=5_beta=1e+200_batch_size=64_opt=adam_dataset=cifar10_2024-04-04-1540-05', 'seed': 123, 'device': 'cuda:7', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
2,0.0,0.0,0.0,0.0,0.15362916133162613,0.1761,0.8289452624839949,0.8509,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 1e+200, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-50', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=5_beta=1e+200_batch_size=64_opt=adam_dataset=cifar10_2024-04-04-1540-05', 'seed': 123, 'device': 'cuda:7', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
3,0.0,0.0,0.0,0.0,0.15362916133162613,0.1761,0.8289452624839949,0.8509,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 1e+200, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-50', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=5_beta=1e+200_batch_size=64_opt=adam_dataset=cifar10_2024-04-04-1540-05', 'seed': 123, 'device': 'cuda:7', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
4,0.0,0.0,0.0,0.0,0.15362916133162613,0.1761,0.8289452624839949,0.8509,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 1e+200, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'noniid-labeldir', 'alg': 'sflv1', 'model': 'resnet-50', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=noniid-labeldir_lr=0.001_epochs=5_num_users=5_beta=1e+200_batch_size=64_opt=adam_dataset=cifar10_2024-04-04-1540-05', 'seed': 123, 'device': 'cuda:7', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.8593549935979513,0.8446,0.9953585147247119,0.9924,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-05-1547-44', 'seed': 123, 'device': 'cuda:6', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
1,0.0,0.0,0.0,0.0,0.8593549935979513,0.8446,0.9953585147247119,0.9924,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-05-1547-44', 'seed': 123, 'device': 'cuda:6', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
2,0.0,0.0,0.0,0.0,0.8593549935979513,0.8446,0.9953585147247119,0.9924,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-05-1547-44', 'seed': 123, 'device': 'cuda:6', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
3,0.0,0.0,0.0,0.0,0.8593549935979513,0.8446,0.9953585147247119,0.9924,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-05-1547-44', 'seed': 123, 'device': 'cuda:6', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
4,0.0,0.0,0.0,0.0,0.8593549935979513,0.8446,0.9953585147247119,0.9924,"{'epochs': 5, 'comm_round': 5, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 4, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-05-1547-44', 'seed': 123, 'device': 'cuda:6', 'accuracies_file': 'logs/split_experiment_4.csv', 'multiprocessing': 0}"
