Client ID,Best Local Accuracy,Best Local Accuracy Top-5,Best Global Accuracy,Best Global Accuracy Top-5,Best Global Model Train,Best Global Model Test,Best Global Model Train,Best Global Model Test,Hyperparameters
0,0.0,0.0,0.0,0.0,0.17463588348271447,0.1794,0.5687620038412292,0.567,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0107-23', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
1,0.0,0.0,0.0,0.0,0.17463588348271447,0.1794,0.5687620038412292,0.567,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0107-23', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
2,0.0,0.0,0.0,0.0,0.17463588348271447,0.1794,0.5687620038412292,0.567,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0107-23', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
3,0.0,0.0,0.0,0.0,0.17463588348271447,0.1794,0.5687620038412292,0.567,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0107-23', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
4,0.0,0.0,0.0,0.0,0.17463588348271447,0.1794,0.5687620038412292,0.567,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0107-23', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.17467589628681177,0.1893,0.5246078745198464,0.5458,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0119-42', 'seed': 123, 'device': 'cuda:3', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
1,0.0,0.0,0.0,0.0,0.17467589628681177,0.1893,0.5246078745198464,0.5458,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0119-42', 'seed': 123, 'device': 'cuda:3', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
2,0.0,0.0,0.0,0.0,0.17467589628681177,0.1893,0.5246078745198464,0.5458,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0119-42', 'seed': 123, 'device': 'cuda:3', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
3,0.0,0.0,0.0,0.0,0.17467589628681177,0.1893,0.5246078745198464,0.5458,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0119-42', 'seed': 123, 'device': 'cuda:3', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
4,0.0,0.0,0.0,0.0,0.17467589628681177,0.1893,0.5246078745198464,0.5458,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 2, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0119-42', 'seed': 123, 'device': 'cuda:3', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.8104593469910372,0.7573,0.9970790653008963,0.9829,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0442-22', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
1,0.0,0.0,0.0,0.0,0.8104593469910372,0.7573,0.9970790653008963,0.9829,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0442-22', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
2,0.0,0.0,0.0,0.0,0.8104593469910372,0.7573,0.9970790653008963,0.9829,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0442-22', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
3,0.0,0.0,0.0,0.0,0.8104593469910372,0.7573,0.9970790653008963,0.9829,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0442-22', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
4,0.0,0.0,0.0,0.0,0.8104593469910372,0.7573,0.9970790653008963,0.9829,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0442-22', 'seed': 123, 'device': 'cuda:2', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
0,0.0,0.0,0.0,0.0,0.9588068181818182,0.8822,0.9997599231754162,0.9936,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0454-27', 'seed': 123, 'device': 'cuda:3', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
1,0.0,0.0,0.0,0.0,0.9588068181818182,0.8822,0.9997599231754162,0.9936,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0454-27', 'seed': 123, 'device': 'cuda:3', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
2,0.0,0.0,0.0,0.0,0.9588068181818182,0.8822,0.9997599231754162,0.9936,"{'epochs': 5, 'comm_round': 100, 'sample_fraction': 1.0, 'alpha': 0.01, 'dataset': 'cifar10', 'datadir': '../data/', 'partition': 'iid', 'alg': 'sflv1', 'model': 'resnet-18', 'split_layer': 3, 'n_parties': 5, 'lr': 0.001, 'mu': 1, 'std_coeff': 2.5, 'unif_coeff': 0.5, 'batch_size': 64, 'load_first_net': 1, 'pool_option': 'FIFO', 'model_buffer_size': 1, 'optimizer': 'adam', 'simp_width': 1, 'out_dim': 256, 'reg': 0.0005, 'temperature': 0.5, 'logdir': './', 'log_file_name': 'logs/experiment_log-alg=sflv1_partition=iid_lr=0.001_epochs=5_num_users=5_beta=0.01_batch_size=64_opt=adam_dataset=cifar10_2024-04-08-0454-27', 'seed': 123, 'device': 'cuda:3', 'accuracies_file': 'logs/split_resnet_18.csv', 'dont_skip': False, 'multiprocessing': 0}"
